
[ 1]20:23 10-29-00
[ 2]20:22 10-29-00
[ 3]20:18 10-29-00
[ 4]19:35 10-29-00
[ 5]00:42 12-13-97
[ 6]00:40 12-13-97
[ 7]11:48 12-07-97
[ 8]10:49 12-07-97
[ 9]23:13 09-26-97
[10]22:52 09-26-97
[11]17:20 09-20-97
[12]10:48 09-18-97
[13]10:47 09-18-97
[14]19:32 12-02-96
[15]02:34 01-01-80
[16]00:04 01-01-80
[17]00:01 01-01-80
[18]00:01 01-01-80
[19]00:01 01-01-80
[20]00:01 01-01-80
                  
